Transaction,Item,,date_time,period_day,Quantity
3147,Coffee,,14-12-2016 13:07,afternoon,1
3147,Toast,,14-12-2016 13:07,afternoon,1
3148,Coffee,,14-12-2016 13:08,afternoon,1
3149,Coke,,14-12-2016 13:13,afternoon,1
3149,Truffles,,14-12-2016 13:13,afternoon,1
3150,Sandwich,,14-12-2016 13:14,afternoon,1
3150,Tea,,14-12-2016 13:14,afternoon,1
3150,Coffee,,14-12-2016 13:14,afternoon,1
3151,Tea,,14-12-2016 13:16,afternoon,1
3152,Coke,,14-12-2016 13:36,afternoon,1
3153,Bread,,14-12-2016 13:59,afternoon,1
3153,Sandwich,,14-12-2016 13:59,afternoon,1
3153,Bread,,14-12-2016 13:59,afternoon,1
3154,Juice,,14-12-2016 14:01,afternoon,1
3154,Bread,,14-12-2016 14:01,afternoon,1
3154,Art Tray,,14-12-2016 14:01,afternoon,1
3154,Toast,,14-12-2016 14:01,afternoon,1
3155,Tea,,14-12-2016 14:49,afternoon,1
3155,Bread,,14-12-2016 14:49,afternoon,1
3156,Coffee,,14-12-2016 15:13,afternoon,1
3156,Alfajores,,14-12-2016 15:13,afternoon,1
3157,Hot chocolate,,14-12-2016 15:18,afternoon,1
3157,Hot chocolate,,14-12-2016 15:18,afternoon,1
3157,Toast,,14-12-2016 15:18,afternoon,1
3157,Pastry,,14-12-2016 15:18,afternoon,1
3158,Sandwich,,14-12-2016 15:33,afternoon,1
3158,Tea,,14-12-2016 15:33,afternoon,1
3158,Juice,,14-12-2016 15:33,afternoon,1
3158,Vegan mincepie,,14-12-2016 15:33,afternoon,1
3159,Bread,,14-12-2016 15:34,afternoon,1
3160,Alfajores,,14-12-2016 15:38,afternoon,1
3160,Muffin,,14-12-2016 15:38,afternoon,1
3161,Coffee,,14-12-2016 15:41,afternoon,1
3161,Jammie Dodgers,,14-12-2016 15:41,afternoon,1
3162,Jammie Dodgers,,14-12-2016 15:45,afternoon,1
3162,Bread,,14-12-2016 15:45,afternoon,1
3163,Tea,,14-12-2016 15:57,afternoon,1
3163,Coffee,,14-12-2016 15:57,afternoon,1
3163,Jammie Dodgers,,14-12-2016 15:57,afternoon,1
3163,Cake,,14-12-2016 15:57,afternoon,1
3163,Bread,,14-12-2016 15:57,afternoon,1
3164,Coffee,,15-12-2016 08:45,morning,1
3164,Coffee,,15-12-2016 08:45,morning,1
3165,Bread,,15-12-2016 08:48,morning,1
3165,Pastry,,15-12-2016 08:48,morning,1
3165,Medialuna,,15-12-2016 08:48,morning,1
3166,Alfajores,,15-12-2016 08:58,morning,1
3166,Pastry,,15-12-2016 08:58,morning,1
3167,Medialuna,,15-12-2016 09:08,morning,1
3167,Toast,,15-12-2016 09:08,morning,1
3167,Coffee,,15-12-2016 09:08,morning,1
3168,Bread,,15-12-2016 09:15,morning,1
3168,Tea,,15-12-2016 09:15,morning,1
3168,Pastry,,15-12-2016 09:15,morning,1
3169,Bread,,15-12-2016 09:25,morning,1
3170,Coffee,,15-12-2016 09:31,morning,1
3171,Bread,,15-12-2016 09:35,morning,1
3171,Hot chocolate,,15-12-2016 09:35,morning,1
3172,Bread,,15-12-2016 10:11,morning,1
3173,Pastry,,15-12-2016 10:15,morning,1
3174,Coffee,,15-12-2016 10:27,morning,1
3174,Coffee,,15-12-2016 10:27,morning,1
3175,Bread,,15-12-2016 10:31,morning,1
3176,Coffee,,15-12-2016 10:49,morning,1
3176,Hot chocolate,,15-12-2016 10:49,morning,1
3177,Farm House,,15-12-2016 10:50,morning,1
3178,Coffee,,15-12-2016 10:54,morning,1
3179,Coffee,,15-12-2016 11:00,morning,1
3179,Coffee,,15-12-2016 11:00,morning,1
3180,Coffee,,15-12-2016 11:03,morning,1
3181,Dulce de Leche,,15-12-2016 11:04,morning,1
3182,Pastry,,15-12-2016 11:24,morning,1
3182,Farm House,,15-12-2016 11:24,morning,1
3183,Bread,,15-12-2016 11:26,morning,1
3183,Vegan mincepie,,15-12-2016 11:26,morning,1
3183,Bread,,15-12-2016 11:26,morning,1
3184,Bread,,15-12-2016 11:28,morning,1
3185,Coffee,,15-12-2016 11:40,morning,1
3185,Hot chocolate,,15-12-2016 11:40,morning,1
3185,Pastry,,15-12-2016 11:40,morning,1
3186,Coffee,,15-12-2016 12:04,afternoon,1
3186,Vegan mincepie,,15-12-2016 12:04,afternoon,1
3186,Pastry,,15-12-2016 12:04,afternoon,1
3187,Bread,,15-12-2016 12:09,afternoon,1
3188,Bread,,15-12-2016 12:30,afternoon,1
3188,Bread,,15-12-2016 12:30,afternoon,1
3189,Coffee,,15-12-2016 12:32,afternoon,1
3189,Hot chocolate,,15-12-2016 12:32,afternoon,1
3190,Bread,,15-12-2016 12:33,afternoon,1
3190,Sandwich,,15-12-2016 12:33,afternoon,1
3190,Coffee,,15-12-2016 12:33,afternoon,1
3191,Bread,,15-12-2016 12:54,afternoon,1
3192,Coffee,,15-12-2016 12:58,afternoon,1
3192,Coffee,,15-12-2016 12:58,afternoon,1
3192,Hot chocolate,,15-12-2016 12:58,afternoon,1
3193,Coffee,,15-12-2016 13:00,afternoon,1
3194,Coffee,,15-12-2016 13:00,afternoon,1
3195,Sandwich,,15-12-2016 13:04,afternoon,1
3195,Coke,,15-12-2016 13:04,afternoon,1
3196,Coffee,,15-12-2016 13:13,afternoon,1
3197,Coffee,,15-12-2016 13:23,afternoon,1
3197,Bread,,15-12-2016 13:23,afternoon,1
3198,Bread,,15-12-2016 13:25,afternoon,1
3199,Coffee,,15-12-2016 13:54,afternoon,1
3200,Coffee,,15-12-2016 13:55,afternoon,1
3200,Coffee,,15-12-2016 13:55,afternoon,1
3201,Coffee,,15-12-2016 13:58,afternoon,1
3201,Fudge,,15-12-2016 13:58,afternoon,1
3202,Coffee,,15-12-2016 14:02,afternoon,1
3202,Sandwich,,15-12-2016 14:02,afternoon,1
3202,Tea,,15-12-2016 14:02,afternoon,1
3202,Bread,,15-12-2016 14:02,afternoon,1
3203,Coffee,,15-12-2016 14:20,afternoon,1
3203,Coffee,,15-12-2016 14:20,afternoon,1
3203,Sandwich,,15-12-2016 14:20,afternoon,1
3204,Bread,,15-12-2016 14:31,afternoon,1
3205,Bread,,15-12-2016 14:32,afternoon,1
3205,Coffee,,15-12-2016 14:32,afternoon,1
3206,Coffee,,15-12-2016 14:47,afternoon,1
3206,Coffee,,15-12-2016 14:47,afternoon,1
3206,Hot chocolate,,15-12-2016 14:47,afternoon,1
3207,Fudge,,15-12-2016 14:58,afternoon,1
3208,Coffee,,15-12-2016 15:25,afternoon,1
3209,Coffee,,15-12-2016 15:36,afternoon,1
3209,Bread,,15-12-2016 15:36,afternoon,1
3210,Bread,,15-12-2016 15:50,afternoon,1
3210,Bread,,15-12-2016 15:50,afternoon,1
3211,Cookies,,15-12-2016 16:15,afternoon,1
3212,Bread,,15-12-2016 16:21,afternoon,1
3213,Coffee,,15-12-2016 16:44,afternoon,1
3213,Bread,,15-12-2016 16:44,afternoon,1
3213,Bread,,15-12-2016 16:44,afternoon,1
3213,Alfajores,,15-12-2016 16:44,afternoon,1
3214,Tea,,15-12-2016 16:49,afternoon,1
3215,Bare Popcorn,,15-12-2016 17:28,evening,1
3215,Ella's Kitchen Pouches,,15-12-2016 17:28,evening,1
3216,Farm House,,15-12-2016 18:41,evening,1
3217,Bread,,15-12-2016 18:43,evening,1
3217,Fudge,,15-12-2016 18:43,evening,1
3217,Pastry,,15-12-2016 18:43,evening,1
3218,Hot chocolate,,15-12-2016 19:03,evening,1
3219,Tea,,15-12-2016 19:04,evening,1
3219,Vegan mincepie,,15-12-2016 19:04,evening,1
3219,Jammie Dodgers,,15-12-2016 19:04,evening,1
3219,Coffee,,15-12-2016 19:04,evening,1
3219,Medialuna,,15-12-2016 19:04,evening,1
3220,Coffee,,15-12-2016 19:05,evening,1
3221,Hot chocolate,,15-12-2016 19:17,evening,1
3221,Coffee,,15-12-2016 19:17,evening,1
3222,Bread,,15-12-2016 19:25,evening,1
3223,Vegan mincepie,,15-12-2016 20:11,evening,1
3224,Medialuna,,16-12-2016 08:16,morning,1
3224,Dulce de Leche,,16-12-2016 08:16,morning,1
3225,Muesli,,16-12-2016 08:55,morning,1
3226,Muesli,,16-12-2016 08:56,morning,1
3227,Coffee,,16-12-2016 09:01,morning,1
3227,Jam,,16-12-2016 09:01,morning,1
3227,Jam,,16-12-2016 09:01,morning,1
3228,Bread,,16-12-2016 09:12,morning,1
3228,Toast,,16-12-2016 09:12,morning,1
3229,Bread,,16-12-2016 09:13,morning,1
3229,Toast,,16-12-2016 09:13,morning,1
3230,Coffee,,16-12-2016 09:16,morning,1
3231,Jammie Dodgers,,16-12-2016 09:19,morning,1
3231,Vegan mincepie,,16-12-2016 09:19,morning,1
3232,Coffee,,16-12-2016 09:37,morning,1
3233,Bread,,16-12-2016 09:38,morning,1
3234,Coffee,,16-12-2016 09:39,morning,1
3234,Coffee,,16-12-2016 09:39,morning,1
3234,Bread,,16-12-2016 09:39,morning,1
3235,Tea,,16-12-2016 09:41,morning,1
3236,Coffee,,16-12-2016 09:43,morning,1
3237,Coffee,,16-12-2016 09:47,morning,1
3237,Coffee,,16-12-2016 09:47,morning,1
3237,Juice,,16-12-2016 09:47,morning,1
3237,Farm House,,16-12-2016 09:47,morning,1
3238,Coffee,,16-12-2016 09:53,morning,1
3238,Pastry,,16-12-2016 09:53,morning,1
3239,Bread,,16-12-2016 09:55,morning,1
3240,Coffee,,16-12-2016 10:07,morning,1
3241,Coffee,,16-12-2016 10:07,morning,1
3242,Coffee,,16-12-2016 10:08,morning,1
3243,Tea,,16-12-2016 10:09,morning,1
3243,Pastry,,16-12-2016 10:09,morning,1
3244,Cookies,,16-12-2016 10:23,morning,1
3244,Coffee,,16-12-2016 10:23,morning,1
3244,Coffee,,16-12-2016 10:23,morning,1
3244,Toast,,16-12-2016 10:23,morning,1
3245,Pastry,,16-12-2016 10:24,morning,1
3245,Tea,,16-12-2016 10:24,morning,1
3246,Tea,,16-12-2016 10:27,morning,1
3246,Coffee,,16-12-2016 10:27,morning,1
3246,Coffee,,16-12-2016 10:27,morning,1
3246,Toast,,16-12-2016 10:27,morning,1
3247,Bread,,16-12-2016 10:28,morning,1
3248,Bread,,16-12-2016 10:48,morning,1
3249,Coffee,,16-12-2016 10:55,morning,1
3250,Coffee,,16-12-2016 10:58,morning,1
3250,Coffee,,16-12-2016 10:58,morning,1
3251,Pastry,,16-12-2016 11:07,morning,1
3252,Bread,,16-12-2016 11:08,morning,1
3253,Scandinavian,,16-12-2016 11:16,morning,1
3253,Coffee,,16-12-2016 11:16,morning,1
3253,Alfajores,,16-12-2016 11:16,morning,1
3255,Truffles,,16-12-2016 11:38,morning,1
3255,Ella's Kitchen Pouches,,16-12-2016 11:38,morning,1
3255,Bread,,16-12-2016 11:38,morning,1
3256,Tea,,16-12-2016 11:40,morning,1
3256,Fudge,,16-12-2016 11:40,morning,1
3256,Fudge,,16-12-2016 11:40,morning,1
3256,Jam,,16-12-2016 11:40,morning,1
3256,Juice,,16-12-2016 11:40,morning,1
3256,Ella's Kitchen Pouches,,16-12-2016 11:40,morning,1
3257,Cake,,16-12-2016 11:41,morning,1
3258,Bread,,16-12-2016 11:43,morning,1
3258,Cookies,,16-12-2016 11:43,morning,1
3259,Coffee,,16-12-2016 11:57,morning,1
3259,Cake,,16-12-2016 11:57,morning,1
3260,Coffee,,16-12-2016 12:02,afternoon,1
3260,Tea,,16-12-2016 12:02,afternoon,1
3260,Toast,,16-12-2016 12:02,afternoon,1
3261,Truffles,,16-12-2016 12:24,afternoon,1
3262,Bread,,16-12-2016 12:38,afternoon,1
3263,Coffee,,16-12-2016 12:40,afternoon,1
3264,Bread,,16-12-2016 12:41,afternoon,1
3265,Bread,,16-12-2016 12:42,afternoon,1
3266,Truffles,,16-12-2016 12:44,afternoon,1
3267,Toast,,16-12-2016 12:51,afternoon,1
3267,Bread,,16-12-2016 12:51,afternoon,1
3267,Tea,,16-12-2016 12:51,afternoon,1
3267,Cookies,,16-12-2016 12:51,afternoon,1
3268,Sandwich,,16-12-2016 12:57,afternoon,1
3268,Coffee,,16-12-2016 12:57,afternoon,1
3268,Coffee,,16-12-2016 12:57,afternoon,1
3270,Bread,,16-12-2016 13:01,afternoon,1
3270,Sandwich,,16-12-2016 13:01,afternoon,1
3271,Alfajores,,16-12-2016 13:03,afternoon,1
3272,Scone,,16-12-2016 13:05,afternoon,1
3274,Bread,,16-12-2016 13:11,afternoon,1
3274,Coffee,,16-12-2016 13:11,afternoon,1
3274,Alfajores,,16-12-2016 13:11,afternoon,1
3274,Vegan mincepie,,16-12-2016 13:11,afternoon,1
3275,Fudge,,16-12-2016 13:15,afternoon,1
3276,Jam,,16-12-2016 13:17,afternoon,1
3277,Coffee,,16-12-2016 13:18,afternoon,1
3277,Pastry,,16-12-2016 13:18,afternoon,1
3277,Jam,,16-12-2016 13:18,afternoon,1
3278,Coffee,,16-12-2016 13:19,afternoon,1
3279,Tea,,16-12-2016 13:25,afternoon,1
3279,Bread,,16-12-2016 13:25,afternoon,1
3279,Bread,,16-12-2016 13:25,afternoon,1
3279,Fudge,,16-12-2016 13:25,afternoon,1
3280,Bread,,16-12-2016 13:26,afternoon,1
3280,Sandwich,,16-12-2016 13:26,afternoon,1
3281,Farm House,,16-12-2016 13:41,afternoon,1
3282,Coffee,,16-12-2016 13:42,afternoon,1
3283,Jam,,16-12-2016 13:44,afternoon,1
3283,Jam,,16-12-2016 13:44,afternoon,1
3284,Brownie,,16-12-2016 13:57,afternoon,1
3284,Coffee,,16-12-2016 13:57,afternoon,1
3285,Tea,,16-12-2016 14:00,afternoon,1
3285,Sandwich,,16-12-2016 14:00,afternoon,1
3285,Bread,,16-12-2016 14:00,afternoon,1
3286,Tea,,16-12-2016 14:02,afternoon,1
3287,Sandwich,,16-12-2016 14:04,afternoon,1
3287,Tea,,16-12-2016 14:04,afternoon,1
3288,Coffee,,16-12-2016 14:06,afternoon,1
3289,Coffee,,16-12-2016 14:26,afternoon,1
3290,Bread,,16-12-2016 14:41,afternoon,1
3291,Tea,,16-12-2016 14:46,afternoon,1
3291,Brownie,,16-12-2016 14:46,afternoon,1
3292,Jam,,16-12-2016 14:47,afternoon,1
3293,Jam,,16-12-2016 14:57,afternoon,1
3294,Cookies,,16-12-2016 15:05,afternoon,1
3294,Sandwich,,16-12-2016 15:05,afternoon,1
3294,Juice,,16-12-2016 15:05,afternoon,1
3295,Tea,,16-12-2016 15:22,afternoon,1
3295,Pastry,,16-12-2016 15:22,afternoon,1
3296,Farm House,,16-12-2016 15:31,afternoon,1
3297,Scone,,16-12-2016 15:32,afternoon,1
3297,Coffee,,16-12-2016 15:32,afternoon,1
3298,Coffee,,16-12-2016 15:34,afternoon,1
3298,Coffee,,16-12-2016 15:34,afternoon,1
3299,Coffee,,16-12-2016 15:38,afternoon,1
3299,Coffee,,16-12-2016 15:38,afternoon,1
3299,Vegan mincepie,,16-12-2016 15:38,afternoon,1
3300,Bread,,16-12-2016 15:41,afternoon,1
3300,Scone,,16-12-2016 15:41,afternoon,1
3301,Farm House,,16-12-2016 16:05,afternoon,1
3301,Scone,,16-12-2016 16:05,afternoon,1
3303,Coffee,,16-12-2016 16:09,afternoon,1
3303,Brownie,,16-12-2016 16:09,afternoon,1
3304,Coffee,,16-12-2016 16:26,afternoon,1
3304,Tea,,16-12-2016 16:26,afternoon,1
3305,Coffee,,16-12-2016 16:31,afternoon,1
3306,Tea,,16-12-2016 16:51,afternoon,1
3306,Coffee,,16-12-2016 16:51,afternoon,1
3307,Bread,,16-12-2016 16:52,afternoon,1
3309,Coffee,,16-12-2016 17:06,evening,1
3309,Coffee,,16-12-2016 17:06,evening,1
3309,Coffee,,16-12-2016 17:06,evening,1
3309,Alfajores,,16-12-2016 17:06,evening,1
3310,Farm House,,17-12-2016 08:43,morning,1
3310,Medialuna,,17-12-2016 08:43,morning,1
3310,Pastry,,17-12-2016 08:43,morning,1
3311,Bread,,17-12-2016 08:52,morning,1
3312,Bread,,17-12-2016 08:55,morning,1
3313,Coffee,,17-12-2016 08:57,morning,1
3313,Pastry,,17-12-2016 08:57,morning,1
3314,Bread,,17-12-2016 09:11,morning,1
3315,Bread,,17-12-2016 09:13,morning,1
3315,Bread,,17-12-2016 09:13,morning,1
3315,Pastry,,17-12-2016 09:13,morning,1
3316,Medialuna,,17-12-2016 09:15,morning,1
3316,Fudge,,17-12-2016 09:15,morning,1
3317,Bread,,17-12-2016 09:25,morning,1
3318,Coffee,,17-12-2016 09:32,morning,1
3318,Scone,,17-12-2016 09:32,morning,1
3318,Juice,,17-12-2016 09:32,morning,1
3319,Coffee,,17-12-2016 09:39,morning,1
3320,Tea,,17-12-2016 10:02,morning,1
3320,Scone,,17-12-2016 10:02,morning,1
3320,Lemon and coconut,,17-12-2016 10:02,morning,1
3321,Jam,,17-12-2016 10:16,morning,1
3321,Cookies,,17-12-2016 10:16,morning,1
3321,Fudge,,17-12-2016 10:16,morning,1
3322,Bread,,17-12-2016 10:21,morning,1
3323,Scandinavian,,17-12-2016 10:22,morning,1
3324,Coffee,,17-12-2016 10:26,morning,1
3324,Cookies,,17-12-2016 10:26,morning,1
3324,Juice,,17-12-2016 10:26,morning,1
3325,Hot chocolate,,17-12-2016 10:30,morning,1
3325,Coffee,,17-12-2016 10:30,morning,1
3325,Bread,,17-12-2016 10:30,morning,1
3325,Bread,,17-12-2016 10:30,morning,1
3325,Vegan mincepie,,17-12-2016 10:30,morning,1
3326,Jam,,17-12-2016 10:30,morning,1
3327,Bread,,17-12-2016 10:38,morning,1
3328,Coffee,,17-12-2016 10:46,morning,1
3328,Coffee,,17-12-2016 10:46,morning,1
3329,Dulce de Leche,,17-12-2016 11:04,morning,1
3329,Scandinavian,,17-12-2016 11:04,morning,1
3329,Alfajores,,17-12-2016 11:04,morning,1
3330,Coffee,,17-12-2016 11:09,morning,1
3330,Bread,,17-12-2016 11:09,morning,1
3330,Pastry,,17-12-2016 11:09,morning,1
3330,Medialuna,,17-12-2016 11:09,morning,1
3330,Farm House,,17-12-2016 11:09,morning,1
3331,Hot chocolate,,17-12-2016 11:15,morning,1
3331,Scone,,17-12-2016 11:15,morning,1
3332,Fudge,,17-12-2016 11:18,morning,1
3332,Jam,,17-12-2016 11:18,morning,1
3332,Bread,,17-12-2016 11:18,morning,1
3332,Farm House,,17-12-2016 11:18,morning,1
3333,Coffee,,17-12-2016 11:22,morning,1
3333,The Nomad,,17-12-2016 11:22,morning,1
3334,Vegan mincepie,,17-12-2016 11:27,morning,1
3335,Bread,,17-12-2016 11:30,morning,1
3336,Bread,,17-12-2016 11:31,morning,1
3337,Bread,,17-12-2016 11:32,morning,1
3337,Scone,,17-12-2016 11:32,morning,1
3338,Cake,,17-12-2016 11:39,morning,1
3339,Bread,,17-12-2016 11:45,morning,1
3340,Vegan mincepie,,17-12-2016 11:48,morning,1
3340,Cake,,17-12-2016 11:48,morning,1
3340,Coffee,,17-12-2016 11:48,morning,1
3340,Coffee,,17-12-2016 11:48,morning,1
3340,Coffee,,17-12-2016 11:48,morning,1
3341,Coffee,,17-12-2016 11:58,morning,1
3341,Coffee,,17-12-2016 11:58,morning,1
3341,Medialuna,,17-12-2016 11:58,morning,1
3342,Bread,,17-12-2016 11:59,morning,1
3343,Jam,,17-12-2016 12:05,afternoon,1
3344,Medialuna,,17-12-2016 12:07,afternoon,1
3344,Pastry,,17-12-2016 12:07,afternoon,1
3344,Coffee,,17-12-2016 12:07,afternoon,1
3344,Coffee,,17-12-2016 12:07,afternoon,1
3344,Coffee,,17-12-2016 12:07,afternoon,1
3346,Bread,,17-12-2016 12:09,afternoon,1
3347,Bread,,17-12-2016 12:13,afternoon,1
3348,Bread,,17-12-2016 12:24,afternoon,1
3348,Scone,,17-12-2016 12:24,afternoon,1
3348,Bread,,17-12-2016 12:24,afternoon,1
3348,The Nomad,,17-12-2016 12:24,afternoon,1
3349,Coffee,,17-12-2016 12:27,afternoon,1
3349,Tea,,17-12-2016 12:27,afternoon,1
3350,Bread,,17-12-2016 12:56,afternoon,1
3351,Frittata,,17-12-2016 13:00,afternoon,1
3351,Tea,,17-12-2016 13:00,afternoon,1
3351,Tea,,17-12-2016 13:00,afternoon,1
3352,Coffee,,17-12-2016 13:07,afternoon,1
3352,Vegan mincepie,,17-12-2016 13:07,afternoon,1
3353,Bread,,17-12-2016 13:16,afternoon,1
3354,Coffee,,17-12-2016 13:28,afternoon,1
3354,Bread,,17-12-2016 13:28,afternoon,1
3355,Scone,,17-12-2016 13:36,afternoon,1
3355,Coffee,,17-12-2016 13:36,afternoon,1
3356,Farm House,,17-12-2016 13:42,afternoon,1
3356,Frittata,,17-12-2016 13:42,afternoon,1
3356,Cookies,,17-12-2016 13:42,afternoon,1
3357,Farm House,,17-12-2016 13:50,afternoon,1
3358,Farm House,,17-12-2016 14:01,afternoon,1
3359,Jam,,17-12-2016 14:09,afternoon,1
3359,Fudge,,17-12-2016 14:09,afternoon,1
3360,Coffee,,17-12-2016 14:37,afternoon,1
3361,Frittata,,17-12-2016 14:42,afternoon,1
3361,Sandwich,,17-12-2016 14:42,afternoon,1
3361,Bread,,17-12-2016 14:42,afternoon,1
3361,Alfajores,,17-12-2016 14:42,afternoon,1
3361,Medialuna,,17-12-2016 14:42,afternoon,1
3361,Fudge,,17-12-2016 14:42,afternoon,1
3362,Cake,,17-12-2016 14:50,afternoon,1
3363,Juice,,17-12-2016 14:52,afternoon,1
3363,Cookies,,17-12-2016 14:52,afternoon,1
3363,Coffee,,17-12-2016 14:52,afternoon,1
3364,Coffee,,17-12-2016 14:53,afternoon,1
3364,Coffee,,17-12-2016 14:53,afternoon,1
3366,Bread,,17-12-2016 15:06,afternoon,1
3366,Pastry,,17-12-2016 15:06,afternoon,1
3367,Hot chocolate,,17-12-2016 15:16,afternoon,1
3367,Tea,,17-12-2016 15:16,afternoon,1
3368,Crisps,,17-12-2016 15:27,afternoon,1
3369,Bread,,17-12-2016 15:28,afternoon,1
3370,Cake,,17-12-2016 16:07,afternoon,1
3371,Focaccia,,17-12-2016 16:13,afternoon,1
3371,Tea,,17-12-2016 16:13,afternoon,1
3371,Tea,,17-12-2016 16:13,afternoon,1
3371,Scone,,17-12-2016 16:13,afternoon,1
3372,Coffee,,17-12-2016 16:14,afternoon,1
3372,Scone,,17-12-2016 16:14,afternoon,1
3373,Cake,,17-12-2016 16:30,afternoon,1
3374,Vegan mincepie,,17-12-2016 16:39,afternoon,1
3375,Coffee,,17-12-2016 16:40,afternoon,1
3375,Coffee,,17-12-2016 16:40,afternoon,1
3376,Tea,,17-12-2016 16:48,afternoon,1
3376,Vegan mincepie,,17-12-2016 16:48,afternoon,1
3377,Focaccia,,17-12-2016 17:15,evening,1
3378,Coke,,17-12-2016 19:32,evening,1
3379,Pintxos,,17-12-2016 19:35,evening,1
3380,Pintxos,,17-12-2016 19:42,evening,1
3381,Juice,,17-12-2016 19:42,evening,1
3382,Coke,,17-12-2016 19:42,evening,1
3383,Pintxos,,17-12-2016 20:20,evening,1
3384,Pintxos,,17-12-2016 20:25,evening,1
3385,Pintxos,,17-12-2016 20:31,evening,1
3386,Coke,,17-12-2016 20:40,evening,1
3386,Pintxos,,17-12-2016 20:40,evening,1
3387,Hot chocolate,,17-12-2016 21:42,night,1
3387,Hot chocolate,,17-12-2016 21:42,night,1
3388,Medialuna,,18-12-2016 09:05,morning,1
3389,Coffee,,18-12-2016 09:58,morning,1
3390,Coffee,,18-12-2016 10:03,morning,1
3390,Bread,,18-12-2016 10:03,morning,1
3391,Coffee,,18-12-2016 10:17,morning,1
3392,Bread,,18-12-2016 10:26,morning,1
3393,Coffee,,18-12-2016 10:42,morning,1
3393,Cookies,,18-12-2016 10:42,morning,1
3393,Bread,,18-12-2016 10:42,morning,1
3393,Toast,,18-12-2016 10:42,morning,1
3394,Coffee,,18-12-2016 11:04,morning,1
3394,Brownie,,18-12-2016 11:04,morning,1
3394,Medialuna,,18-12-2016 11:04,morning,1
3395,Hot chocolate,,18-12-2016 11:06,morning,1
3395,Coffee,,18-12-2016 11:06,morning,1
3395,Brownie,,18-12-2016 11:06,morning,1
3396,Tea,,18-12-2016 11:07,morning,1
3396,Hot chocolate,,18-12-2016 11:07,morning,1
3397,Tea,,18-12-2016 11:10,morning,1
3397,Scone,,18-12-2016 11:10,morning,1
3397,Bread,,18-12-2016 11:10,morning,1
3398,Medialuna,,18-12-2016 11:11,morning,1
3398,Coffee,,18-12-2016 11:11,morning,1
3398,Coffee,,18-12-2016 11:11,morning,1
3399,Bread,,18-12-2016 11:20,morning,1
3399,Coffee,,18-12-2016 11:20,morning,1
3399,Hot chocolate,,18-12-2016 11:20,morning,1
3399,Coffee,,18-12-2016 11:20,morning,1
3399,Pastry,,18-12-2016 11:20,morning,1
3399,Scone,,18-12-2016 11:20,morning,1
3400,Muesli,,18-12-2016 11:25,morning,1
3400,The Nomad,,18-12-2016 11:25,morning,1
3400,Coffee,,18-12-2016 11:25,morning,1
3400,Bread,,18-12-2016 11:25,morning,1
3401,Bread,,18-12-2016 11:28,morning,1
3402,Fudge,,18-12-2016 11:30,morning,1
3403,Bread,,18-12-2016 11:50,morning,1
3404,Coffee,,18-12-2016 11:53,morning,1
3404,Coffee,,18-12-2016 11:53,morning,1
3405,Bread,,18-12-2016 12:06,afternoon,1
3406,Bread,,18-12-2016 12:20,afternoon,1
3407,Coffee,,18-12-2016 12:26,afternoon,1
3407,Brownie,,18-12-2016 12:26,afternoon,1
3407,Vegan mincepie,,18-12-2016 12:26,afternoon,1
3408,Dulce de Leche,,18-12-2016 12:28,afternoon,1
3409,Coffee,,18-12-2016 12:29,afternoon,1
3409,Coffee,,18-12-2016 12:29,afternoon,1
3410,Coffee,,18-12-2016 12:30,afternoon,1
3411,Farm House,,18-12-2016 12:36,afternoon,1
3412,Coffee,,18-12-2016 12:48,afternoon,1
3413,Coffee,,18-12-2016 13:04,afternoon,1
3413,Brownie,,18-12-2016 13:04,afternoon,1
3414,Coffee,,18-12-2016 13:05,afternoon,1
3415,Coffee,,18-12-2016 13:09,afternoon,1
3415,Hot chocolate,,18-12-2016 13:09,afternoon,1
3415,Vegan mincepie,,18-12-2016 13:09,afternoon,1
3416,Bread,,18-12-2016 13:10,afternoon,1
3417,Coffee,,18-12-2016 13:17,afternoon,1
3417,Frittata,,18-12-2016 13:17,afternoon,1
3418,Medialuna,,18-12-2016 13:34,afternoon,1
3418,Coffee,,18-12-2016 13:34,afternoon,1
3419,Coffee,,18-12-2016 13:43,afternoon,1
3419,Juice,,18-12-2016 13:43,afternoon,1
3419,Mineral water,,18-12-2016 13:43,afternoon,1
3419,Medialuna,,18-12-2016 13:43,afternoon,1
3419,Crisps,,18-12-2016 13:43,afternoon,1
3419,Frittata,,18-12-2016 13:43,afternoon,1
3420,Coffee,,18-12-2016 13:47,afternoon,1
3421,Coffee,,18-12-2016 14:06,afternoon,1
3421,Cookies,,18-12-2016 14:06,afternoon,1
3422,Bread,,18-12-2016 14:06,afternoon,1
3423,Bread,,18-12-2016 14:07,afternoon,1
3424,Coffee,,18-12-2016 14:09,afternoon,1
3424,Coffee,,18-12-2016 14:09,afternoon,1
3424,Cake,,18-12-2016 14:09,afternoon,1
3424,Bread,,18-12-2016 14:09,afternoon,1
3424,Dulce de Leche,,18-12-2016 14:09,afternoon,1
3424,Bread,,18-12-2016 14:09,afternoon,1
3425,Coffee,,18-12-2016 14:11,afternoon,1
3425,Hot chocolate,,18-12-2016 14:11,afternoon,1
3425,Bread,,18-12-2016 14:11,afternoon,1
3426,Coke,,18-12-2016 14:23,afternoon,1
3427,Fudge,,18-12-2016 14:29,afternoon,1
3428,Fudge,,18-12-2016 14:35,afternoon,1
